206711	GEZ0003S	24/08/2021 07:15	07/09/2021 07:15
206452	GEZ0005S	05/08/2021 12:35	19/08/2021 12:35
206375	GEZ0002S	31/07/2021 09:45	14/08/2021 09:45
206374	GEZ0003S	31/07/2021 08:45	14/08/2021 08:45
206372	GEZ0001S	31/07/2021 07:45	14/08/2021 07:45
206195	GEZ0005S	19/07/2021 14:05	02/08/2021 14:05
206194	GEZ0001S	19/07/2021 13:15	02/08/2021 13:15
206187	GEZ0004S	19/07/2021 10:10	02/08/2021 10:10
206186	GEZ0002S	19/07/2021 10:15	02/08/2021 10:15
206180	GEZ0003S	19/07/2021 06:45	02/08/2021 06:45
205894	GEZ0001S	29/06/2021 12:15	13/07/2021 12:15
205882	GEZ0005S	29/06/2021 07:15	13/07/2021 07:15
205845	GEZ0002S	26/06/2021 10:15	10/07/2021 10:15
205842	GEZ0003S	26/06/2021 09:00	10/07/2021 09:00
205840	GEZ0004S	26/06/2021 08:15	10/07/2021 08:15
205707	GEZ0004S	18/06/2021 07:30	02/07/2021 07:30
205560	GEZ0005S	09/06/2021 12:00	23/06/2021 12:00
205537	GEZ0002S	08/06/2021 14:45	22/06/2021 14:45
205532	GEZ0001S	08/06/2021 13:15	22/06/2021 13:15
205524	GEZ0003S	08/06/2021 10:25	22/06/2021 10:25
205312	GEZ0003S	26/05/2021 14:45	09/06/2021 14:45
205145	GEZ0002S	18/05/2021 08:30	01/06/2021 08:30
205135	GEZ0001S	17/05/2021 15:00	31/05/2021 15:00
205134	GEZ0004S	17/05/2021 14:35	31/05/2021 14:35
205132	GEZ0005S	17/05/2021 14:00	31/05/2021 14:00
204903	GEZ0001S	04/05/2021 12:45	18/05/2021 12:45
204896	GEZ0005S	04/05/2021 11:45	18/05/2021 11:45
204892	GEZ0004S	04/05/2021 09:45	18/05/2021 09:45
204890	GEZ0003S	04/05/2021 08:35	18/05/2021 08:35
204888	GEZ0002S	04/05/2021 06:45	18/05/2021 06:45
204646	GEZ0004S	19/04/2021 16:30	03/05/2021 16:30
204643	GEZ0002S	19/04/2021 13:10	03/05/2021 13:10
204642	GEZ0005S	19/04/2021 12:15	03/05/2021 12:15
204634	GEZ0003S	19/04/2021 09:45	03/05/2021 09:45
204633	GEZ0001S	19/04/2021 08:45	03/05/2021 08:45
204366	GEZ0004S	03/04/2021 10:00	17/04/2021 10:00
204361	GEZ0003S	03/04/2021 08:15	17/04/2021 08:15
204284	GEZ0005S	29/03/2021 17:20	12/04/2021 17:20
204273	GEZ0001S	29/03/2021 11:15	12/04/2021 11:15
204259	GEZ0002S	27/03/2021 08:50	10/04/2021 09:50
204257	GEZ0004S	27/03/2021 08:15	10/04/2021 09:15
204253	GEZ0003S	27/03/2021 06:45	10/04/2021 07:45
204058	GEZ0005S	16/03/2021 17:00	30/03/2021 18:00
203971	GEZ0003S	11/03/2021 08:35	25/03/2021 08:35
203969	GEZ0002S	11/03/2021 07:30	25/03/2021 07:30
203964	GEZ0004S	10/03/2021 10:05	24/03/2021 10:05
203963	GEZ0005S	10/03/2021 09:25	24/03/2021 09:25
203962	GEZ0001S	10/03/2021 08:45	24/03/2021 08:45
203731	GEZ0001S	24/02/2021 13:05	10/03/2021 13:05
203722	GEZ0004S	24/02/2021 08:15	10/03/2021 08:15
203707	GEZ0005S	23/02/2021 12:45	09/03/2021 12:45
203706	GEZ0003S	23/02/2021 12:45	09/03/2021 12:45
203697	GEZ0002S	23/02/2021 08:45	09/03/2021 08:45
203437	GEZ0002S	16/02/2021 09:00	02/03/2021 09:00
203255	GEZ0001S	10/02/2021 12:45	24/02/2021 12:45
203248	GEZ0004S	10/02/2021 11:50	24/02/2021 11:50
203237	GEZ0005S	10/02/2021 09:00	24/02/2021 09:00
203232	GEZ0003S	10/02/2021 08:00	24/02/2021 08:00
203078	GEZ0003S	01/02/2021 10:25	15/02/2021 10:25
203068	GEZ0001S	01/02/2021 07:15	15/02/2021 07:15
202994	GEZ0004S	27/01/2021 15:15	10/02/2021 15:15
202990	GEZ0005S	27/01/2021 14:45	10/02/2021 14:45
202986	GEZ0002S	27/01/2021 14:05	10/02/2021 14:05
202814	GEZ0001S	18/01/2021 15:15	01/02/2021 15:15
202688	GEZ0004S	11/01/2021 15:25	25/01/2021 15:25
202683	GEZ0003S	11/01/2021 09:00	25/01/2021 09:00
202682	GEZ0005S	11/01/2021 08:00	25/01/2021 08:00
202680	GEZ0001S	11/01/2021 07:45	25/01/2021 07:45
202679	GEZ0002S	11/01/2021 07:30 	25/01/2021 07:30
202502	GEZ0004S	22/12/2020 12:45	05/01/2021 12:45
202501	GEZ0005S	22/12/2020 12:35	05/01/2021 12:35
202219	GEZ0003S	07/12/2020 15:15	21/12/2020 15:15
202214	GEZ0004S	07/12/2020 13:45	21/12/2020 13:45
202198	GEZ0005S	07/12/2020 11:15	21/12/2020 11:15
202196	GEZ0002S	-	15/01/1970 00:59
202192	GEZ0001S	07/12/2020 10:15	21/12/2020 10:15
202182	GEZ0002S	07/12/2020 07:45	21/12/2020 07:45
201537	GEZ0004S	23/11/2020 16:20	07/12/2020 16:20
201530	GEZ0002S	23/11/2020 14:05	07/12/2020 14:05
201522	GEZ0001S	23/11/2020 11:50	07/12/2020 11:50
201515	GEZ0005S	23/11/2020 09:45	07/12/2020 09:45
201513	GEZ0003S	23/11/2020 08:45	07/12/2020 08:45
201104	GEZ0003S	04/11/2020 13:30	18/11/2020 13:30
201102	GEZ0004S	04/11/2020 00:00	18/11/2020 00:00
201100	GEZ0005S	04/11/2020 09:15	18/11/2020 09:15
201069	GEZ0001S	03/11/2020 10:30	17/11/2020 10:30
201068	GEZ0005S	03/11/2020 09:45	17/11/2020 09:45
201066	GEZ0002S	03/11/2020 09:05	17/11/2020 09:05
200485	GEZ0001S	21/10/2020 10:35	04/11/2020 09:35
200484	GEZ0002S	21/10/2020 09:25	04/11/2020 08:25
200471	GEZ0004S	20/10/2020 16:55	03/11/2020 15:55
200439	GEZ0003S	20/10/2020 13:05	03/11/2020 12:05
200423	GEZ0005S	20/10/2020 10:10	03/11/2020 09:10
199753	GEZ0001S	07/10/2020 07:05	21/10/2020 07:05
199725	GEZ0005S	06/10/2020 13:30	20/10/2020 13:30
199721	GEZ0003S	06/10/2020 12:10	20/10/2020 12:10
199707	GEZ0004S	06/10/2020 08:40	20/10/2020 08:40
199701	GEZ0002S	06/10/2020 07:25	20/10/2020 07:25
199416	GEZ0004S	26/09/2020 11:20	10/10/2020 11:20
199295	GEZ0002S	-	15/01/1970 00:59
199285	GEZ0003S	23/09/2020 16:25	07/10/2020 16:25
199281	GEZ0001S	23/09/2020 15:25	07/10/2020 15:25
198823	GEZ0005S	11/09/2020 06:45	25/09/2020 06:45
198691	GEZ0001S	08/09/2020 14:15	22/09/2020 14:15
198645	GEZ0003S	-	15/01/1970 00:59
198643	GEZ0004S	07/09/2020 16:05	21/09/2020 16:05
198631	GEZ0002S	07/09/2020 14:55	21/09/2020 14:55
198155	GEZ0004S	-	15/01/1970 00:59
197978	GEZ0001S	21/08/2020 17:50	04/09/2020 17:50
197801	GEZ0002S	18/08/2020 16:25	01/09/2020 16:25
197670	GEZ0003S	15/08/2020 12:45	29/08/2020 12:45
197563	GEZ0004S	13/08/2020 13:05	27/08/2020 13:05
197562	GEZ0001S	13/08/2020 12:00	27/08/2020 12:00
197558	GEZ0005S	13/08/2020 11:00	27/08/2020 11:00
196520	GEZ0005S	22/07/2020 15:00	05/08/2020 15:00
196505	GEZ0003S	22/07/2020 13:30	05/08/2020 13:30
196501	GEZ0001S	22/07/2020 11:45	05/08/2020 11:45
196500	GEZ0002S	22/07/2020 11:05	05/08/2020 11:05
196481	GEZ0004S	22/07/2020 08:40	05/08/2020 08:40
195928	GEZ0004S	09/07/2020 16:05	23/07/2020 16:05
195926	GEZ0001S	09/07/2020 15:45	23/07/2020 15:45
195843	GEZ0005S	08/07/2020 13:05	22/07/2020 13:05
195840	GEZ0003S	08/07/2020 12:20	22/07/2020 12:20
195832	GEZ0002S	08/07/2020 11:35	22/07/2020 11:35
195296	GEZ0003S	25/06/2020 14:00	09/07/2020 14:00
195282	GEZ0002S	25/06/2020 11:45	09/07/2020 11:45
195278	GEZ0001S	25/06/2020 10:30	09/07/2020 10:30
195266	GEZ0004S	25/06/2020 08:25	09/07/2020 08:25
195256	GEZ0005S	25/06/2020 07:20	09/07/2020 07:20
194693	GEZ0005S	11/06/2020 17:30	25/06/2020 17:30
194690	GEZ0004S	11/06/2020 16:55	25/06/2020 16:55
194686	GEZ0002S	11/06/2020 15:55	25/06/2020 15:55
194679	GEZ0001S	11/06/2020 15:05	25/06/2020 15:05
194656	GEZ0003S	11/06/2020 11:05	25/06/2020 11:05
194152	GEZ0005S	01/06/2020 16:25	15/06/2020 16:25
194133	GEZ0001S	01/06/2020 11:15	15/06/2020 11:15
194117	GEZ0004S	01/06/2020 08:40	15/06/2020 08:40
194114	GEZ0003S	01/06/2020 07:55	15/06/2020 07:55
193476	GEZ0005S	15/05/2020 13:35	29/05/2020 13:35
193455	GEZ0001S	15/05/2020 11:05	29/05/2020 11:05
193446	GEZ0004S	15/05/2020 09:55	29/05/2020 09:55
193436	GEZ0003S	15/05/2020 07:45	29/05/2020 07:45
193430	GEZ0002S	15/05/2020 16:45	29/05/2020 16:45
192961	GEZ0005S	05/05/2020 08:35	19/05/2020 08:35
192788	GEZ0002S	30/04/2020 13:30	14/05/2020 13:30
192782	GEZ0001S	30/04/2020 12:20	14/05/2020 12:20
192764	GEZ0004S	29/04/2020 16:25	13/05/2020 16:25
192760	GEZ0003S	29/04/2020 15:45	13/05/2020 15:45
192193	GEZ0004S	15/04/2020 15:20	29/04/2020 15:20
192174	GEZ0005S	15/04/2020 12:45	29/04/2020 12:45
192169	GEZ0001S	15/04/2020 11:50	29/04/2020 11:50
192158	GEZ0002S	15/04/2020 09:10	29/04/2020 09:10
192156	GEZ0003S	15/04/2020 08:55	29/04/2020 08:55
191666	GEZ0002S	01/04/2020 11:35	15/04/2020 11:35
191653	GEZ0004S	01/04/2020 07:30	15/04/2020 07:30
191621	GEZ0005S	31/03/2020 09:30	14/04/2020 09:30
191618	GEZ0003S	31/03/2020 08:45	14/04/2020 08:45
191616	GEZ0001S	31/03/2020 08:15	14/04/2020 08:15
191052	GEZ0005S	18/03/2020 16:30	01/04/2020 17:30
191016	GEZ0004S	18/03/2020 11:55	01/04/2020 12:55
191013	GEZ0003S	18/03/2020 11:05	01/04/2020 12:05
191010	GEZ0002S	18/03/2020 10:20	01/04/2020 11:20
190254	GEZ0004S	05/03/2020 10:15	19/03/2020 10:15
190251	GEZ0001S	05/03/2020 09:35	19/03/2020 09:35
190212	GEZ0002S	04/03/2020 11:00	18/03/2020 11:00
190206	GEZ0005S	04/03/2020 10:10	18/03/2020 10:10
190199	GEZ0003S	04/03/2020 09:25	18/03/2020 09:25
189573	GEZ0002S	21/02/2020 09:25	06/03/2020 09:25
189481	GEZ0003S	19/02/2020 16:10	04/03/2020 16:10
189454	GEZ0005S	19/02/2020 11:50	04/03/2020 11:50
189452	GEZ0001S	19/02/2020 11:05	04/03/2020 11:05
189446	GEZ0004S	19/02/2020 10:15	04/03/2020 10:15
189112	GEZ0002S	13/02/2020 13:35	27/02/2020 13:35
188303	GEZ0005S	01/02/2020 10:25	15/02/2020 10:25
188297	GEZ0002S	01/02/2020 09:40	15/02/2020 09:40
188087	GEZ0004S	30/01/2020 10:15	13/02/2020 10:15
188082	GEZ0001S	30/01/2020 09:35	13/02/2020 09:35
188076	GEZ0003S	30/01/2020 10:00	13/02/2020 10:00
186855	GEZ0005S	14/01/2020 12:00	28/01/2020 12:00
186843	GEZ0002S	14/01/2019 10:15	28/01/2019 10:15
186842	GEZ0001S	14/01/2020 10:00	28/01/2020 10:00
186834	GEZ0003S	14/01/2020 09:15	28/01/2020 09:15
186828	GEZ0004S	14/01/2020 08:55	28/01/2020 08:55
186194	GEZ0003S	02/01/2020 13:55	16/01/2020 13:55
186189	GEZ0002S	02/01/2020 13:15	16/01/2020 13:15
186187	GEZ0001S	-	15/01/1970 00:59
186074	GEZ0003S	24/12/2019 09:15	07/01/2020 09:15
186067	GEZ0002S	24/12/2019 08:20	07/01/2020 08:20
185145	GEZ0004S	06/12/2019 12:35	20/12/2019 12:35
185127	GEZ0001S	-	15/01/1970 00:59
185114	GEZ0005S	06/12/2019 08:10	20/12/2019 08:10
185076	GEZ0003S	05/12/2019 14:55	19/12/2019 14:55
185045	GEZ0002S	05/12/2019 10:00	19/12/2019 10:00
184392	GEZ0005S	22/11/2019 16:45	06/12/2019 16:45
184368	GEZ0003S	-	15/01/1970 00:59
184366	GEZ0002S	-	15/01/1970 00:59
184360	GEZ0004S	22/11/2019 12:00	06/12/2019 12:00
184338	GEZ0001S	-	15/01/1970 00:59
183611	GEZ0002S	-	15/01/1970 00:59
183587	GEZ0004S	08/11/2019 13:05	22/11/2019 13:05
183533	GEZ0005S	07/11/2019 16:15	21/11/2019 16:15
183511	GEZ0003S	07/11/2019 12:30	21/11/2019 12:30
183503	GEZ0001S	-	15/01/1970 00:59
182857	GEZ0004S	25/10/2019 10:45	08/11/2019 09:45
182837	GEZ0003S	25/10/2019 07:25	08/11/2019 06:25
182405	GEZ0003S	17/10/2019 15:25	31/10/2019 14:25
182325	GEZ0004S	-	15/01/1970 00:59
182320	GEZ0002S	16/10/2019 14:15	30/10/2019 13:15
182278	GEZ0005S	16/10/2019 08:10	30/10/2019 07:10
182274	GEZ0001S	-	15/01/1970 00:59
181711	GEZ0003S	04/10/2019 13:20	18/10/2019 13:20
181679	GEZ0002S	04/10/2019 07:00	18/10/2019 07:00
181678	GEZ0005S	04/10/2019 06:45	18/10/2019 06:45
181674	GEZ0004S	03/10/2019 16:35	17/10/2019 16:35
181525	GEZ0001S	01/10/2019 08:30	15/10/2019 08:30
180994	GEZ0004S	17/09/2019 16:35	01/10/2019 16:35
180989	GEZ0001S	17/09/2019 15:35	01/10/2019 15:35
180983	GEZ0005S	17/09/2019 14:50	01/10/2019 14:50
180968	GEZ0003S	17/09/2019 10:40	01/10/2019 10:40
180953	GEZ0002S	17/09/2019 07:25	01/10/2019 07:25
180580	GEZ0004S	07/09/2019 10:15	21/09/2019 10:15
180555	GEZ0002S	07/09/2019 06:57	21/09/2019 06:57
180543	GEZ0005S	06/09/2019 13:50	20/09/2019 13:50
180540	GEZ0003S	06/09/2019 13:10	20/09/2019 13:10
180537	GEZ0001S	06/09/2019 12:45	20/09/2019 12:45
180058	GEZ0003S	25/08/2019 07:20	08/09/2019 07:20
180011	GEZ0002S	23/08/2019 12:35	06/09/2019 12:35
179968	GEZ0004S	22/08/2019 14:30	05/09/2019 14:30
179947	GEZ0001S	22/08/2019 10:35	05/09/2019 10:35
179916	GEZ0005S	21/08/2019 17:00	04/09/2019 17:00
179481	GEZ0005S	11/08/2019 09:30	25/08/2019 09:30
179477	GEZ0003S	11/08/2019 08:10	25/08/2019 08:10
179321	GEZ0004S	06/08/2019 16:10	20/08/2019 16:10
179302	GEZ0002S	06/08/2019 11:20	20/08/2019 11:20
179299	GEZ0001S	06/08/2019 10:25	20/08/2019 10:25
179004	GEZ0005S	29/07/2019 15:05	12/08/2019 15:05
178969	GEZ0003S	29/07/2019 08:00	12/08/2019 08:00
178776	GEZ0002S	23/07/2019 14:05	06/08/2019 14:05
178774	GEZ0001S	23/07/2019 14:00	06/08/2019 14:00
178762	GEZ0004S	23/07/2019 09:34	06/08/2019 09:34
178133	GEZ0002S	08/07/2019 16:35	22/07/2019 16:35
178076	GEZ0003S	08/07/2019 06:45	22/07/2019 06:45
178033	GEZ0001S	05/07/2019 15:45	19/07/2019 15:45
178019	GEZ0004S	05/07/2019 13:26	19/07/2019 13:26
177998	GEZ0005S	05/07/2019 09:45	19/07/2019 09:45
177446	GEZ0003S	25/06/2019 12:45	09/07/2019 12:45
177442	GEZ0002S	25/06/2019 12:00	09/07/2019 12:00
177250	GEZ0001S	21/06/2019 11:15	05/07/2019 11:15
177236	GEZ0005S	21/06/2019 09:55	05/07/2019 09:55
177229	GEZ0004S	21/06/2019 09:00	05/07/2019 09:00
176446	GEZ0002S	04/06/2019 10:00	18/06/2019 10:00
176404	GEZ0003S	03/06/2019 13:30	17/06/2019 13:30
176383	GEZ0005S	03/06/2019 09:20	17/06/2019 09:20
176366	GEZ0004S	02/06/2019 11:50	16/06/2019 11:50
176359	GEZ0001S	02/06/2019 08:00	16/06/2019 08:00
175972	GEZ0001S	23/05/2019 09:10	06/06/2019 09:10
175969	GEZ0002S	-	15/01/1970 00:59
175853	GEZ0005S	21/05/2019 08:30	04/06/2019 08:30
175835	GEZ0003S	20/05/2019 17:25	03/06/2019 17:25
175276	GEZ0005S	09/05/2019 11:40	23/05/2019 11:40
175275	GEZ0001S	09/05/2019 13:45	23/05/2019 13:45
175240	GEZ0002S	09/05/2019 07:25	23/05/2019 07:25
175226	GEZ0004S	08/05/2019 13:55	22/05/2019 13:55
175222	GEZ0003S	08/05/2019 13:15	22/05/2019 13:15
174571	GEZ0002S	24/04/2019 16:00	08/05/2019 16:00
174565	GEZ0003S	24/04/2019 12:30	08/05/2019 12:30
174537	GEZ0005S	24/04/2019 07:15	08/05/2019 07:15
174523	GEZ0001S	23/04/2019 15:55	07/05/2019 15:55
174507	GEZ0004S	23/04/2019 14:00	07/05/2019 14:00
173795	GEZ0001S	-	15/01/1970 00:59
173789	GEZ0002S	08/04/2019 11:15	22/04/2019 11:15
173762	GEZ0004S	-	15/01/1970 00:59
173662	GEZ0003S	05/04/2019 14:30	19/04/2019 14:30
173623	GEZ0005S	05/04/2019 10:15	19/04/2019 10:15
172910	GEZ0003S	21/03/2019 10:20	04/04/2019 11:20
172907	GEZ0004S	21/03/2019 09:40	04/04/2019 10:40
172797	GEZ0001S	19/03/2019 12:45	02/04/2019 13:45
172785	GEZ0002S	19/03/2019 11:30	02/04/2019 12:30
172695	GEZ0005S	21/03/2019 17:00	04/04/2019 18:00
172327	GEZ0001S	11/03/2019 10:30	25/03/2019 10:30
171794	GEZ0003S	01/03/2019 16:40	15/03/2019 16:40
171790	GEZ0005S	01/03/2019 16:05	15/03/2019 16:05
171788	GEZ0002S	01/03/2019 15:50	15/03/2019 15:50
171776	GEZ0004S	01/03/2019 15:00	15/03/2019 15:00
171443	GEZ0001S	25/02/2019 14:05	11/03/2019 14:05
171132	GEZ0003S	19/02/2019 16:45	05/03/2019 16:45
171116	GEZ0002S	19/02/2019 14:10	05/03/2019 14:10
171090	GEZ0001S	19/02/2019 10:35	05/03/2019 10:35
171073	GEZ0004S	19/02/2019 08:25	05/03/2019 08:25
171060	GEZ0005S	19/02/2019 07:00	05/03/2019 07:00
170288	GEZ0003S	05/02/2019 15:00	19/02/2019 15:00
170276	GEZ0005S	05/02/2019 13:55	19/02/2019 13:55
170248	GEZ0004S	05/02/2019 11:35	19/02/2019 11:35
170211	GEZ0001S	05/02/2019 08:35	19/02/2019 08:35
170209	GEZ0002S	05/02/2019 08:20	19/02/2019 08:20
169530	GEZ0003S	25/01/2019 13:25	08/02/2019 13:25
169495	GEZ0002S	25/01/2019 11:05	08/02/2019 11:05
169126	GEZ0005S	21/01/2019 08:10	04/02/2019 08:10
169121	GEZ0001S	21/01/2019 07:15	04/02/2019 07:15
169119	GEZ0004S	21/01/2019 06:45	04/02/2019 06:45
168700	GEZ0003S	14/01/2019 13:45	28/01/2019 13:45
168538	GEZ0005S	11/01/2019 14:50	25/01/2019 14:50
168496	GEZ0004S	11/01/2019 10:45	25/01/2019 10:45
168465	GEZ0002S	11/01/2019 07:10	25/01/2019 07:10
168426	GEZ0001S	10/01/2019 11:35	24/01/2019 11:35
167924	GEZ0003S	31/12/2018 12:00	14/01/2019 12:00
167874	GEZ0001S	27/12/2018 14:55	10/01/2019 14:55
167872	GEZ0005S	27/12/2018 14:45	10/01/2019 14:45
167865	GEZ0002S	27/12/2018 13:05	10/01/2019 13:05
167861	GEZ0004S	27/12/2018 09:30	10/01/2019 09:30
167749	GEZ0005S	21/12/2018 07:30	04/01/2019 07:30
167257	GEZ0004S	12/12/2018 13:15	26/12/2018 13:15
167224	GEZ0002S	12/12/2018 10:00	26/12/2018 10:00
167202	GEZ0001S	12/12/2018 07:15	26/12/2018 07:15
167121	GEZ0003S	10/12/2018 16:15	24/12/2018 16:15
166599	GEZ0005S	01/12/2018 09:10	15/12/2018 09:10
166461	GEZ0002S	29/11/2018 14:00	13/12/2018 14:00
166368	GEZ0001S	27/11/2018 15:50	11/12/2018 15:50
166363	GEZ0004S	27/11/2018 14:35	11/12/2018 14:35
166174	GEZ0003S	24/11/2018 09:35	08/12/2018 09:35
165804	GEZ0005S	19/11/2018 10:55	03/12/2018 10:55
165391	GEZ0001S	13/11/2018 13:00	27/11/2018 13:00
165374	GEZ0004S	13/11/2018 11:35	27/11/2018 11:35
165338	GEZ0002S	13/11/2018 08:35	27/11/2018 08:35
165236	GEZ0003S	11/11/2018 09:25	25/11/2018 09:25
164789	GEZ0005S	05/11/2018 07:15	19/11/2018 07:15
164545	GEZ0004S	31/10/2018 15:15	14/11/2018 15:15
164506	GEZ0005S	30/10/2018 17:05	13/11/2018 17:05
164498	GEZ0002S	30/10/2018 16:00	13/11/2018 16:00
164488	GEZ0001S	30/10/2018 15:05	13/11/2018 15:05
164163	GEZ0003S	24/10/2018 13:15	07/11/2018 12:15
163701	GEZ0004S	16/10/2018 13:05	30/10/2018 12:05
163676	GEZ0002S	16/10/2018 09:45	30/10/2018 08:45
163664	GEZ0005S	16/10/2018 08:35	30/10/2018 07:35
163648	GEZ0001S	15/10/2018 16:15	29/10/2018 15:15
163352	GEZ0002S	08/10/2018 17:15	22/10/2018 17:15
163079	GEZ0004S	02/10/2018 16:05	16/10/2018 16:05
163049	GEZ0003S	02/10/2018 10:10	16/10/2018 10:10
163035	GEZ0001S	01/10/2018 17:20	15/10/2018 17:20
163015	GEZ0005S	01/10/2018 12:55	15/10/2018 12:55
162645	GEZ0002S	22/09/2018 11:52	06/10/2018 11:52
162385	GEZ0003S	18/09/2018 17:30	02/10/2018 17:30
162381	GEZ0002S	18/09/2018 16:40	02/10/2018 16:40
162374	GEZ0004S	18/09/2018 15:30	02/10/2018 15:30
162322	GEZ0001S	17/09/2018 16:45	01/10/2018 16:45
162321	GEZ0005S	17/09/2018 16:05	01/10/2018 16:05
161813	GEZ0001S	07/09/2018 07:15	21/09/2018 07:15
161794	GEZ0003S	06/09/2018 13:30	20/09/2018 13:30
161756	GEZ0005S	05/09/2018 16:55	19/09/2018 16:55
161753	GEZ0002S	05/09/2018 16:30	19/09/2018 16:30
161751	GEZ0004S	05/09/2018 16:05	19/09/2018 16:05
161114	GEZ0005S	23/08/2018 14:05	06/09/2018 14:05
161099	GEZ0001S	23/08/2018 11:45	06/09/2018 11:45
161094	GEZ0003S	23/08/2018 10:00	06/09/2018 10:00
161081	GEZ0002S	23/08/2018 07:00	06/09/2018 07:00
161080	GEZ0004S	23/08/2018 06:45	06/09/2018 06:45
160463	GEZ0003S	09/08/2018 13:30	23/08/2018 13:30
160457	GEZ0005S	09/08/2018 12:40	23/08/2018 12:40
160421	GEZ0001S	09/08/2018 08:45	23/08/2018 08:45
160407	GEZ0002S	08/08/2018 16:00	22/08/2018 16:00
160398	GEZ0004S	08/08/2018 15:15	22/08/2018 15:15
159801	GEZ0005S	27/07/2018 09:15	10/08/2018 09:15
159784	GEZ0004S	26/07/2018 17:45	09/08/2018 17:45
159783	GEZ0003S	26/07/2018 17:10	09/08/2018 17:10
159774	GEZ0001S	26/07/2018 14:05	09/08/2018 14:05
159755	GEZ0002S	26/07/2018 09:50	09/08/2018 09:50
159298	GEZ0005S	16/07/2018 16:50	30/07/2018 16:50
159212	GEZ0003S	13/07/2018 12:45	27/07/2018 12:45
159189	GEZ0001S	13/07/2018 08:25	27/07/2018 08:25
159160	GEZ0002S	12/07/2018 15:55	26/07/2018 15:55
159155	GEZ0004S	12/07/2018 14:55	26/07/2018 14:55
158788	GEZ0001S	03/07/2018 16:15	17/07/2018 16:15
158774	GEZ0004S	03/07/2018 14:40	17/07/2018 14:40
158747	GEZ0003S	03/07/2018 11:00	17/07/2018 11:00
158721	GEZ0005S	02/07/2018 17:15	16/07/2018 17:15
158706	GEZ0002S	02/07/2018 14:30	16/07/2018 14:30
