2	12/02/2019 00:15	A	3	7.76	601.2	8.3	OFFLINE	29500	29525.0	0	0
1	12/02/2019 00:15	B	2	7.72	613.5	9.9	OFFLINE	29500	29510.0	0	0
2	12/02/2019 00:30	A	3	7.76	601.4	8.2	OFFLINE	29500	29525.0	0	0
1	12/02/2019 00:30	B	2	7.72	613.9	9.8	OFFLINE	29500	29510.0	0	0
2	12/02/2019 00:45	A	3	7.76	601.4	8.1	OFFLINE	29500	29525.0	0	0
1	12/02/2019 00:45	B	2	7.72	612.9	9.9	OFFLINE	29500	29510.0	0	0
2	12/02/2019 01:00	A	3	7.76	601.0	8.1	OFFLINE	29500	29525.0	0	0
1	12/02/2019 01:00	B	2	7.72	613.8	10.2	OFFLINE	29500	29510.0	0	0
2	12/02/2019 01:15	A	3	7.76	602.2	7.9	OFFLINE	29500	29525.0	0	0
1	12/02/2019 01:15	B	2	7.72	613.0	10.3	OFFLINE	29500	29510.0	0	0
2	12/02/2019 01:30	A	3	7.76	601.9	7.9	OFFLINE	29500	29525.0	0	0
1	12/02/2019 01:30	B	2	7.72	613.6	10.2	OFFLINE	29500	29510.0	0	0
2	12/02/2019 01:45	A	3	7.76	602.4	7.9	OFFLINE	29500	29525.0	0	0
1	12/02/2019 01:45	B	2	7.72	614.1	10.1	OFFLINE	29500	29510.0	0	0
2	12/02/2019 02:00	A	3	7.76	601.6	8.0	OFFLINE	29500	29525.0	0	0
1	12/02/2019 02:00	B	2	7.72	613.8	10.1	OFFLINE	29500	29510.0	0	0
2	12/02/2019 02:15	A	3	7.76	602.1	7.8	OFFLINE	29500	29525.0	0	0
1	12/02/2019 02:15	B	2	7.72	612.9	10.3	OFFLINE	29500	29510.0	0	0
2	12/02/2019 02:30	A	3	7.76	602.1	7.8	OFFLINE	29500	29525.0	0	0
1	12/02/2019 02:30	B	2	7.71	612.4	10.6	OFFLINE	29500	29510.0	0	0
2	12/02/2019 02:45	A	3	7.77	602.0	7.7	OFFLINE	29500	29525.0	0	0
1	12/02/2019 02:45	B	2	7.71	613.2	10.6	OFFLINE	29500	29510.0	0	0
2	12/02/2019 03:00	A	3	7.77	603.4	7.6	OFFLINE	29500	29525.0	0	0
1	12/02/2019 03:00	B	2	7.72	613.1	10.6	OFFLINE	29500	29510.0	0	0
2	12/02/2019 03:15	A	3	7.77	603.2	7.5	OFFLINE	29500	29525.0	0	0
1	12/02/2019 03:15	B	2	7.72	613.0	10.5	OFFLINE	29500	29510.0	0	0
2	12/02/2019 03:30	A	3	7.77	603.0	7.5	OFFLINE	29500	29525.0	0	0
1	12/02/2019 03:30	B	2	7.72	613.1	10.4	OFFLINE	29500	29510.0	0	0
2	12/02/2019 03:45	A	3	7.77	602.8	7.6	OFFLINE	29500	29525.0	0	0
1	12/02/2019 03:45	B	2	7.72	613.5	10.3	OFFLINE	29500	29510.0	0	0
2	12/02/2019 04:00	A	3	7.77	602.4	7.6	OFFLINE	29500	29525.0	0	0
1	12/02/2019 04:00	B	2	7.72	613.5	10.5	OFFLINE	29500	29510.0	0	0
2	12/02/2019 04:15	A	3	7.77	603.0	7.5	OFFLINE	29500	29525.0	0	0
1	12/02/2019 04:15	B	2	7.71	612.0	10.9	OFFLINE	29500	29510.0	0	0
2	12/02/2019 04:30	A	3	7.77	602.8	7.4	OFFLINE	29500	29525.0	0	0
1	12/02/2019 04:30	B	2	7.71	612.1	11.0	OFFLINE	29500	29510.0	0	0
2	12/02/2019 04:45	A	3	7.77	602.8	7.5	OFFLINE	29500	29525.0	0	0
1	12/02/2019 04:45	B	2	7.71	612.8	10.9	OFFLINE	29500	29510.0	0	0
2	12/02/2019 05:00	A	3	7.77	602.1	7.6	OFFLINE	29500	29525.0	0	0
1	12/02/2019 05:00	B	2	7.71	613.2	10.8	OFFLINE	29500	29510.0	0	0
2	12/02/2019 05:15	A	3	7.77	603.2	7.4	OFFLINE	29500	29525.0	0	0
1	12/02/2019 05:15	B	2	7.71	612.5	10.7	OFFLINE	29500	29510.0	0	0
2	12/02/2019 05:30	A	3	7.77	603.2	7.4	OFFLINE	29500	29525.0	0	0
1	12/02/2019 05:30	B	2	7.71	612.9	10.6	OFFLINE	29500	29510.0	0	0
2	12/02/2019 05:45	A	3	7.78	603.9	7.3	OFFLINE	29500	29525.0	0	0
1	12/02/2019 05:45	B	2	7.72	612.9	10.6	OFFLINE	29500	29510.0	0	0
2	12/02/2019 06:00	A	3	7.78	603.1	7.2	OFFLINE	29500	29525.0	0	0
1	12/02/2019 06:00	B	2	7.72	613.1	10.5	OFFLINE	29500	29510.0	0	0
2	12/02/2019 06:15	A	3	7.78	603.9	7.2	OFFLINE	29500	29525.0	0	0
1	12/02/2019 06:15	B	2	7.72	613.4	10.4	OFFLINE	29500	29510.0	0	0
2	12/02/2019 06:30	A	3	7.78	604.1	7.1	OFFLINE	29500	29525.0	0	0
1	12/02/2019 06:30	B	2	7.72	613.2	10.3	OFFLINE	29500	29510.0	0	0
2	12/02/2019 06:45	A	3	7.78	604.2	7.0	OFFLINE	29500	29525.0	0	0
1	12/02/2019 06:45	B	2	7.72	613.8	10.2	OFFLINE	29500	29510.0	0	0
2	12/02/2019 07:00	A	3	7.78	604.1	7.0	OFFLINE	29500	29525.0	0	0
1	12/02/2019 07:00	B	2	7.72	613.8	10.2	OFFLINE	29500	29510.0	0	0
2	12/02/2019 07:15	A	3	7.78	604.5	6.9	OFFLINE	29500	29525.0	0	0
1	12/02/2019 07:15	B	2	7.72	613.4	10.1	OFFLINE	29500	29510.0	0	0
2	12/02/2019 07:30	A	3	7.78	604.8	6.8	OFFLINE	29500	29525.0	0	0
1	12/02/2019 07:30	B	2	7.72	614.0	10.0	OFFLINE	29500	29510.0	0	0
2	12/02/2019 07:45	A	3	7.78	604.1	6.8	OFFLINE	29500	29525.0	0	0
1	12/02/2019 07:45	B	2	7.72	613.8	10.0	OFFLINE	29500	29510.0	0	0
2	12/02/2019 08:00	A	3	7.79	605.0	6.7	OFFLINE	29500	29525.0	0	0
1	12/02/2019 08:00	B	2	7.72	613.9	9.9	OFFLINE	29500	29510.0	0	0
2	12/02/2019 08:15	A	3	7.79	604.2	6.7	OFFLINE	29500	29525.0	0	0
1	12/02/2019 08:15	B	2	7.72	614.1	9.8	OFFLINE	29500	29510.0	0	0
2	12/02/2019 08:30	A	3	7.79	604.8	6.6	OFFLINE	29500	29525.0	0	0
1	12/02/2019 08:30	B	2	7.72	614.4	9.8	OFFLINE	29500	29510.0	0	0
2	12/02/2019 08:45	A	3	7.79	604.9	6.6	OFFLINE	29500	29525.0	0	0
1	12/02/2019 08:45	B	2	7.73	613.9	9.7	OFFLINE	29500	29510.0	0	0
2	12/02/2019 09:00	A	3	7.79	604.5	6.6	OFFLINE	29500	29525.0	0	0
1	12/02/2019 09:00	B	2	7.73	613.8	9.7	OFFLINE	29500	29510.0	0	0
2	12/02/2019 09:15	A	3	7.79	604.8	6.6	OFFLINE	29500	29525.0	0	0
1	12/02/2019 09:15	B	2	7.73	614.6	9.6	OFFLINE	29500	29510.0	0	0
2	12/02/2019 09:30	A	3	7.79	604.5	6.5	OFFLINE	29500	29525.0	0	0
1	12/02/2019 09:30	B	2	7.73	614.0	9.6	OFFLINE	29500	29510.0	0	0
2	12/02/2019 09:45	A	3	7.79	604.8	6.5	OFFLINE	29500	29525.0	0	0
1	12/02/2019 09:45	B	2	7.73	613.9	9.6	OFFLINE	29500	29510.0	0	0
2	12/02/2019 10:00	A	3	7.79	605.8	6.5	OFFLINE	29500	29525.0	0	0
1	12/02/2019 10:00	B	2	7.73	614.6	9.4	OFFLINE	29500	29510.0	0	0
2	12/02/2019 10:15	A	3	7.79	605.6	6.4	OFFLINE	29500	29525.0	0	0
1	12/02/2019 10:15	B	2	7.73	614.4	9.5	OFFLINE	29500	29510.0	0	0
2	12/02/2019 10:30	A	3	7.79	605.8	6.4	OFFLINE	29500	29525.0	0	0
1	12/02/2019 10:30	B	2	7.72	613.1	9.4	OFFLINE	29500	29510.0	0	0
2	12/02/2019 10:45	A	3	7.79	605.8	6.4	OFFLINE	29500	29525.0	0	0
1	12/02/2019 10:45	B	2	7.73	613.6	9.4	OFFLINE	29500	29510.0	0	0
2	12/02/2019 11:00	A	3	7.79	605.6	6.4	OFFLINE	29500	29525.0	0	0
1	12/02/2019 11:00	B	2	7.72	613.2	9.4	OFFLINE	29500	29510.0	0	0
2	12/02/2019 11:15	A	3	7.79	605.6	6.4	OFFLINE	29500	29525.0	0	0
1	12/02/2019 11:15	B	2	7.72	613.4	9.4	OFFLINE	29500	29510.0	0	0
2	12/02/2019 11:30	A	3	7.79	605.5	6.4	OFFLINE	29500	29525.0	0	0
1	12/02/2019 11:30	B	2	7.72	614.8	9.3	OFFLINE	29500	29510.0	0	0
2	12/02/2019 11:45	A	3	7.78	605.6	6.4	OFFLINE	29500	29525.0	0	0
1	12/02/2019 11:45	B	2	7.72	614.8	9.3	OFFLINE	29500	29510.0	0	0
2	12/02/2019 12:00	A	3	7.78	605.6	6.4	OFFLINE	29500	29525.0	0	0
1	12/02/2019 12:00	B	2	7.72	613.5	9.3	OFFLINE	29500	29510.0	0	0
2	12/02/2019 12:15	A	3	7.78	605.6	6.4	OFFLINE	29500	29525.0	0	0
1	12/02/2019 12:15	B	2	7.72	614.0	9.3	OFFLINE	29500	29510.0	0	0
2	12/02/2019 12:30	A	3	7.78	605.0	6.5	OFFLINE	29500	29525.0	0	0
1	12/02/2019 12:30	B	2	7.72	613.8	9.2	OFFLINE	29500	29510.0	0	0
2	12/02/2019 12:45	A	3	7.78	605.9	6.4	OFFLINE	29500	29525.0	0	0
1	12/02/2019 12:45	B	2	7.72	614.4	9.3	OFFLINE	29500	29510.0	0	0
2	12/02/2019 13:00	A	3	7.78	605.2	6.5	OFFLINE	29500	29525.0	0	0
1	12/02/2019 13:00	B	2	7.72	614.2	9.3	OFFLINE	29500	29510.0	0	0
2	12/02/2019 13:15	A	3	7.78	605.5	6.5	OFFLINE	29500	29525.0	0	0
1	12/02/2019 13:15	B	2	7.72	613.6	9.3	OFFLINE	29500	29510.0	0	0
2	12/02/2019 13:30	A	3	7.78	604.8	6.6	OFFLINE	29500	29525.0	0	0
1	12/02/2019 13:30	B	2	7.72	614.6	9.2	OFFLINE	29500	29510.0	0	0
2	12/02/2019 13:45	A	3	7.78	605.4	6.6	OFFLINE	29500	29525.0	0	0
1	12/02/2019 13:45	B	2	7.72	614.0	9.2	OFFLINE	29500	29510.0	0	0
2	12/02/2019 14:00	A	3	7.77	604.5	6.6	OFFLINE	29500	29525.0	0	0
1	12/02/2019 14:00	B	2	7.72	613.6	9.2	OFFLINE	29500	29510.0	0	0
2	12/02/2019 14:15	A	3	7.77	604.1	6.7	OFFLINE	29500	29525.0	0	0
1	12/02/2019 14:15	B	2	7.72	614.1	9.3	OFFLINE	29500	29510.0	0	0
2	12/02/2019 14:30	A	3	7.77	604.8	6.7	OFFLINE	29500	29525.0	0	0
1	12/02/2019 14:30	B	2	7.72	614.1	9.3	OFFLINE	29500	29510.0	0	0
2	12/02/2019 14:45	A	3	7.77	604.6	6.7	OFFLINE	29500	29525.0	0	0
1	12/02/2019 14:45	B	2	7.72	614.0	9.2	OFFLINE	29500	29510.0	0	0
2	12/02/2019 15:00	A	3	7.77	604.8	6.8	OFFLINE	29500	29525.0	0	0
1	12/02/2019 15:00	B	2	7.72	614.1	9.2	OFFLINE	29500	29510.0	0	0
2	12/02/2019 15:15	A	3	7.77	604.4	6.8	OFFLINE	29500	29525.0	0	0
1	12/02/2019 15:15	B	2	7.72	613.9	9.3	OFFLINE	29500	29510.0	0	0
2	12/02/2019 15:30	A	3	7.77	604.4	6.9	OFFLINE	29500	29525.0	0	0
1	12/02/2019 15:30	B	2	7.72	613.4	9.3	OFFLINE	29500	29510.0	0	0
2	12/02/2019 15:45	A	3	7.76	604.8	6.9	OFFLINE	29500	29525.0	0	0
1	12/02/2019 15:45	B	2	7.72	613.8	9.3	OFFLINE	29500	29510.0	0	0
2	12/02/2019 16:00	A	3	7.76	604.1	6.9	OFFLINE	29500	29525.0	0	0
1	12/02/2019 16:00	B	2	7.72	613.4	9.3	OFFLINE	29500	29510.0	0	0
2	12/02/2019 16:15	A	3	7.76	603.6	7.0	OFFLINE	29500	29525.0	0	0
1	12/02/2019 16:15	B	2	7.72	614.4	9.3	OFFLINE	29500	29510.0	0	0
2	12/02/2019 16:30	A	3	7.76	603.5	7.0	OFFLINE	29500	29525.0	0	0
1	12/02/2019 16:30	B	2	7.72	614.2	9.2	OFFLINE	29500	29510.0	0	0
2	12/02/2019 16:45	A	3	7.76	604.0	7.0	OFFLINE	29500	29525.0	0	0
1	12/02/2019 16:45	B	2	7.72	613.9	9.2	OFFLINE	29500	29510.0	0	0
2	12/02/2019 17:00	A	3	7.76	603.5	7.0	OFFLINE	29500	29525.0	0	0
1	12/02/2019 17:00	B	2	7.72	614.1	9.2	OFFLINE	29500	29510.0	0	0
2	12/02/2019 17:15	A	3	7.76	603.9	7.0	OFFLINE	29500	29525.0	0	0
1	12/02/2019 17:15	B	2	7.72	614.1	9.2	OFFLINE	29500	29510.0	0	0
2	12/02/2019 17:30	A	3	7.76	603.5	7.1	OFFLINE	29500	29525.0	0	0
1	12/02/2019 17:30	B	2	7.72	614.0	9.2	OFFLINE	29500	29510.0	0	0
2	12/02/2019 17:45	A	3	7.75	603.2	7.1	OFFLINE	29500	29525.0	0	0
1	12/02/2019 17:45	B	2	7.72	614.2	9.2	OFFLINE	29500	29510.0	0	0
2	12/02/2019 18:00	A	3	7.75	603.9	7.1	OFFLINE	29500	29525.0	0	0
1	12/02/2019 18:00	B	2	7.72	614.4	9.2	OFFLINE	29500	29510.0	0	0
2	12/02/2019 18:15	A	3	7.75	603.0	7.2	OFFLINE	29500	29525.0	0	0
1	12/02/2019 18:15	B	2	7.72	614.0	9.2	OFFLINE	29500	29510.0	0	0
2	12/02/2019 18:30	A	3	7.75	603.4	7.2	OFFLINE	29500	29525.0	0	0
1	12/02/2019 18:30	B	2	7.72	614.1	9.2	OFFLINE	29500	29510.0	0	0
2	12/02/2019 18:45	A	3	7.75	603.1	7.2	OFFLINE	29500	29525.0	0	0
1	12/02/2019 18:45	B	2	7.72	613.5	9.2	OFFLINE	29500	29510.0	0	0
2	12/02/2019 19:00	A	3	7.75	603.4	7.2	OFFLINE	29500	29525.0	0	0
1	12/02/2019 19:00	B	2	7.72	614.0	9.2	OFFLINE	29500	29510.0	0	0
2	12/02/2019 19:15	A	3	7.75	603.6	7.2	OFFLINE	29500	29525.0	0	0
1	12/02/2019 19:15	B	2	7.72	614.5	9.1	OFFLINE	29500	29510.0	0	0
2	12/02/2019 19:30	A	3	7.75	603.5	7.2	OFFLINE	29500	29525.0	0	0
1	12/02/2019 19:30	B	2	7.72	614.4	9.1	OFFLINE	29500	29510.0	0	0
2	12/02/2019 19:45	A	3	7.75	603.4	7.2	OFFLINE	29500	29525.0	0	0
1	12/02/2019 19:45	B	2	7.72	614.0	9.2	OFFLINE	29500	29510.0	0	0
2	12/02/2019 20:00	A	3	7.75	602.8	7.3	OFFLINE	29500	29525.0	0	0
1	12/02/2019 20:00	B	2	7.72	614.1	9.1	OFFLINE	29500	29510.0	0	0
2	12/02/2019 20:15	A	3	7.75	603.1	7.3	OFFLINE	29500	29525.0	0	0
1	12/02/2019 20:15	B	2	7.72	614.2	9.2	OFFLINE	29500	29510.0	0	0
2	12/02/2019 20:30	A	3	7.75	603.2	7.3	OFFLINE	29500	29525.0	0	0
1	12/02/2019 20:30	B	2	7.72	614.2	9.1	OFFLINE	29500	29510.0	0	0
2	12/02/2019 20:45	A	3	7.75	603.6	7.3	OFFLINE	29500	29525.0	0	0
1	12/02/2019 20:45	B	2	7.72	614.8	9.1	OFFLINE	29500	29510.0	0	0
2	12/02/2019 21:00	A	3	7.75	603.4	7.3	OFFLINE	29500	29525.0	0	0
1	12/02/2019 21:00	B	2	7.72	613.8	9.2	OFFLINE	29500	29510.0	0	0
2	12/02/2019 21:15	A	3	7.75	603.0	7.3	OFFLINE	29500	29525.0	0	0
1	12/02/2019 21:15	B	2	7.72	614.2	9.1	OFFLINE	29500	29510.0	0	0
2	12/02/2019 21:30	A	3	7.75	603.2	7.3	OFFLINE	29500	29525.0	0	0
1	12/02/2019 21:30	B	2	7.72	614.6	9.1	OFFLINE	29500	29510.0	0	0
2	12/02/2019 21:45	A	3	7.74	603.4	7.4	OFFLINE	29500	29525.0	0	0
1	12/02/2019 21:45	B	2	7.72	614.6	9.1	OFFLINE	29500	29510.0	0	0
2	12/02/2019 22:00	A	3	7.74	603.0	7.4	OFFLINE	29500	29525.0	0	0
1	12/02/2019 22:00	B	2	7.72	613.6	9.1	OFFLINE	29500	29510.0	0	0
2	12/02/2019 22:15	A	3	7.74	603.0	7.4	OFFLINE	29500	29525.0	0	0
1	12/02/2019 22:15	B	2	7.72	614.2	9.1	OFFLINE	29500	29510.0	0	0
2	12/02/2019 22:30	A	3	7.74	603.1	7.4	OFFLINE	29500	29525.0	0	0
1	12/02/2019 22:30	B	2	7.72	614.1	9.0	OFFLINE	29500	29510.0	0	0
2	12/02/2019 22:45	A	3	7.74	603.0	7.4	OFFLINE	29500	29525.0	0	0
1	12/02/2019 22:45	B	2	7.72	614.8	9.0	OFFLINE	29500	29510.0	0	0
2	12/02/2019 23:00	A	3	7.74	603.4	7.4	OFFLINE	29500	29525.0	0	0
1	12/02/2019 23:00	B	2	7.72	614.4	9.0	OFFLINE	29500	29510.0	0	0
2	12/02/2019 23:15	A	3	7.74	603.5	7.4	OFFLINE	29500	29525.0	0	0
1	12/02/2019 23:15	B	2	7.72	614.1	9.0	OFFLINE	29500	29510.0	0	0
2	12/02/2019 23:30	A	3	7.74	603.0	7.4	OFFLINE	29500	29525.0	0	0
1	12/02/2019 23:30	B	2	7.72	614.8	9.0	OFFLINE	29500	29510.0	0	0
2	12/02/2019 23:45	A	3	7.74	603.2	7.4	OFFLINE	29500	29525.0	0	0
1	12/02/2019 23:45	B	2	7.72	613.8	9.0	OFFLINE	29500	29510.0	0	0
2	13/02/2019 00:00	A	3	7.74	603.4	7.4	OFFLINE	29500	29525.0	0	0
1	13/02/2019 00:00	B	2	7.72	614.4	9.0	OFFLINE	29500	29510.0	0	0
2	13/02/2019 00:15	A	3	7.74	603.0	7.4	OFFLINE	29500	29525.0	0	0
1	13/02/2019 00:15	B	2	7.72	614.4	9.0	OFFLINE	29500	29510.0	0	0
2	13/02/2019 00:30	A	3	7.74	602.6	7.4	OFFLINE	29500	29525.0	0	0
1	13/02/2019 00:30	B	2	7.72	614.4	9.0	OFFLINE	29500	29510.0	0	0
2	13/02/2019 00:45	A	3	7.74	603.2	7.4	OFFLINE	29500	29525.0	0	0
1	13/02/2019 00:45	B	2	7.72	614.4	9.0	OFFLINE	29500	29510.0	0	0
2	13/02/2019 01:00	A	3	7.74	603.1	7.4	OFFLINE	29500	29525.0	0	0
1	13/02/2019 01:00	B	2	7.72	615.0	8.9	OFFLINE	29500	29510.0	0	0
2	13/02/2019 01:15	A	3	7.74	602.8	7.4	OFFLINE	29500	29525.0	0	0
1	13/02/2019 01:15	B	2	7.72	615.4	8.9	OFFLINE	29500	29510.0	0	0
2	13/02/2019 01:30	A	3	7.74	603.5	7.4	OFFLINE	29500	29525.0	0	0
1	13/02/2019 01:30	B	2	7.72	615.0	8.9	OFFLINE	29500	29510.0	0	0
2	13/02/2019 01:45	A	3	7.74	603.4	7.5	OFFLINE	29500	29525.0	0	0
1	13/02/2019 01:45	B	2	7.72	614.8	9.0	OFFLINE	29500	29510.0	0	0
2	13/02/2019 02:00	A	3	7.74	602.5	7.5	OFFLINE	29500	29525.0	0	0
1	13/02/2019 02:00	B	2	7.72	614.6	8.9	OFFLINE	29500	29510.0	0	0
2	13/02/2019 02:15	A	3	7.74	603.1	7.4	OFFLINE	29500	29525.0	0	0
1	13/02/2019 02:15	B	2	7.72	615.1	8.9	OFFLINE	29500	29510.0	0	0
2	13/02/2019 02:30	A	3	7.74	603.2	7.4	OFFLINE	29500	29525.0	0	0
1	13/02/2019 02:30	B	2	7.72	614.5	8.8	OFFLINE	29500	29510.0	0	0
2	13/02/2019 02:45	A	3	7.74	602.6	7.5	OFFLINE	29500	29525.0	0	0
1	13/02/2019 02:45	B	2	7.72	614.6	8.9	OFFLINE	29500	29510.0	0	0
2	13/02/2019 03:00	A	3	7.74	602.9	7.4	OFFLINE	29500	29525.0	0	0
1	13/02/2019 03:00	B	2	7.72	614.8	8.9	OFFLINE	29500	29510.0	0	0
2	13/02/2019 03:15	A	3	7.74	603.5	7.4	OFFLINE	29500	29525.0	0	0
1	13/02/2019 03:15	B	2	7.72	615.6	8.8	OFFLINE	29500	29510.0	0	0
2	13/02/2019 03:30	A	3	7.74	603.4	7.4	OFFLINE	29500	29525.0	0	0
1	13/02/2019 03:30	B	2	7.72	614.5	8.9	OFFLINE	29500	29510.0	0	0
2	13/02/2019 03:45	A	3	7.74	603.5	7.4	OFFLINE	29500	29525.0	0	0
1	13/02/2019 03:45	B	2	7.72	614.6	8.9	OFFLINE	29500	29510.0	0	0
2	13/02/2019 04:00	A	3	7.74	602.9	7.5	OFFLINE	29500	29525.0	0	0
1	13/02/2019 04:00	B	2	7.72	614.9	8.8	OFFLINE	29500	29510.0	0	0
2	13/02/2019 04:15	A	3	7.74	603.1	7.4	OFFLINE	29500	29525.0	0	0
1	13/02/2019 04:15	B	2	7.72	615.1	8.8	OFFLINE	29500	29510.0	0	0
2	13/02/2019 04:30	A	3	7.74	603.5	7.4	OFFLINE	29500	29525.0	0	0
1	13/02/2019 04:30	B	2	7.72	615.0	8.8	OFFLINE	29500	29510.0	0	0
2	13/02/2019 04:45	A	3	7.74	603.1	7.5	OFFLINE	29500	29525.0	0	0
1	13/02/2019 04:45	B	2	7.72	614.9	8.8	OFFLINE	29500	29510.0	0	0
2	13/02/2019 05:00	A	3	7.74	602.8	7.5	OFFLINE	29500	29525.0	0	0
1	13/02/2019 05:00	B	2	7.72	615.0	8.8	OFFLINE	29500	29510.0	0	0
2	13/02/2019 05:15	A	3	7.74	603.2	7.4	OFFLINE	29500	29525.0	0	0
1	13/02/2019 05:15	B	2	7.72	613.9	8.9	OFFLINE	29500	29510.0	0	0
2	13/02/2019 05:30	A	3	7.74	603.4	7.5	OFFLINE	29500	29525.0	0	0
1	13/02/2019 05:30	B	2	7.72	615.1	8.8	OFFLINE	29500	29510.0	0	0
2	13/02/2019 05:45	A	3	7.74	603.5	7.5	OFFLINE	29500	29525.0	0	0
